Word,Syllables,Syllable Occurrence Counts,Bigrams,Bigram Occurrence Counts,Zipf
tuberculose,"['ty', 'bEr', 'ky', ""'lo"", 'z@']","[14375.0, 295.0, 3559.0, 64140.0, 133611.0]","['tu', 'ub', 'be', 'er', 'rc', 'cu', 'ul', 'lo', 'os', 'se']","[118674.0, 648428.0, 2443609.0, 6799370.0, 53983.0, 27593.0, 1284792.0, 1188135.0, 588208.0, 763112.0]",3.087896086689723
lijdende,,[],"['li', 'ij', 'jd', 'de', 'en', 'nd', 'de']","[3369152.0, 1639122.0, 163477.0, 2559661.0, 8542439.0, 2576478.0, 2559661.0]",2.6107748319700605
bejaarde,"['b@', ""'jar"", 'd@']","[395542.0, 36705.0, 515645.0]","['be', 'ej', 'ja', 'aa', 'ar', 'rd', 'de']","[2443609.0, 11905.0, 1312625.0, 2730922.0, 1754491.0, 823655.0, 2559661.0]",3.154842876320336
wast,,[],"['wa', 'as', 'st']","[409327.0, 504791.0, 2307098.0]",3.5910307737743032
zorgzaam,"[""'zOrx"", 'sam']","[9668.0, 1613.0]","['zo', 'or', 'rg', 'gz', 'za', 'aa', 'am']","[40239.0, 2597583.0, 709881.0, 15939.0, 308657.0, 2730922.0, 930317.0]",3.1943514176040098
goochelaar,"[""'xo"", 'x@', 'lar']","[4172.0, 587329.0, 2791.0]","['go', 'oo', 'oc', 'ch', 'he', 'el', 'la', 'aa', 'ar']","[147343.0, 3901750.0, 270017.0, 1999086.0, 822995.0, 4671207.0, 2444604.0, 2730922.0, 1754491.0]",3.5859512482450286
vrijwilliger,"['vrK', ""'wI"", 'l@', 'G@r']","[2233.0, 46044.0, 393640.0, 22228.0]","['vr', 'ri', 'ij', 'jw', 'wi', 'il', 'll', 'li', 'ig', 'ge', 'er']","[62231.0, 1787712.0, 1639122.0, 2981.0, 658045.0, 2591190.0, 2754440.0, 3369152.0, 960409.0, 3692145.0, 6799370.0]",3.755176048347793
uit,"[""'Lt""]",[187852.0],"['ui', 'it']","[687028.0, 333345.0]",6.439910573610657
enthousiaste,,[],"['en', 'nt', 'th', 'ho', 'ou', 'us', 'si', 'ia', 'as', 'st', 'te']","[8542439.0, 1477178.0, 446916.0, 1237078.0, 846499.0, 727825.0, 1091620.0, 112581.0, 504791.0, 2307098.0, 3522714.0]",3.027600184802472
publiek,"['py', ""'blik""]","[6080.0, 2179.0]","['pu', 'ub', 'bl', 'li', 'ie', 'ek']","[45003.0, 648428.0, 152155.0, 3369152.0, 2076673.0, 762098.0]",4.618427796198587
instrueert,,[],"['in', 'ns', 'st', 'tr', 'ru', 'ue', 'ee', 'er', 'rt']","[2264626.0, 612425.0, 2307098.0, 1199332.0, 1082518.0, 464278.0, 944702.0, 6799370.0, 1154116.0]",1.832623581586417
onduidelijk,"['On', ""'dL"", 'd@', 'l@k']","[38940.0, 14168.0, 515645.0, 181254.0]","['on', 'nd', 'du', 'ui', 'id', 'de', 'el', 'li', 'ij', 'jk']","[2451854.0, 2576478.0, 161799.0, 687028.0, 469631.0, 2559661.0, 4671207.0, 3369152.0, 1639122.0, 518095.0]",3.578218798014338
geduldige,,[],"['ge', 'ed', 'du', 'ul', 'ld', 'di', 'ig', 'ge']","[3692145.0, 636500.0, 161799.0, 1284792.0, 840998.0, 1050254.0, 960409.0, 3692145.0]",2.531593585922436
dominee,"[""'do"", 'mi', 'ne']","[10692.0, 15330.0, 11397.0]","['do', 'om', 'mi', 'in', 'ne', 'ee']","[394555.0, 2473734.0, 342154.0, 2264626.0, 1475977.0, 944702.0]",4.343615167135106
baby,"[""'be"", 'bi']","[63557.0, 19252.0]","['ba', 'ab', 'by']","[584273.0, 53787.0, 51843.0]",5.177604995513676
doopt,,[],"['do', 'oo', 'op', 'pt']","[394555.0, 3901750.0, 976321.0, 51860.0]",2.3968950120249795
begint,,[],"['be', 'eg', 'gi', 'in', 'nt']","[2443609.0, 1125580.0, 669114.0, 2264626.0, 1477178.0]",5.090621960948626
spreken,"[""'spre"", 'k@']","[15090.0, 342563.0]","['sp', 'pr', 're', 'ek', 'ke', 'en']","[1518373.0, 242781.0, 1607974.0, 762098.0, 3143026.0, 8542439.0]",5.445583944905576
voorganger,"[""'vor"", 'GA', 'N@r']","[339085.0, 283.0, 10671.0]","['vo', 'oo', 'or', 'rg', 'ga', 'an', 'ng', 'ge', 'er']","[2123358.0, 3901750.0, 2597583.0, 709881.0, 446758.0, 4143386.0, 2927082.0, 3692145.0, 6799370.0]",3.4826071252315622
snoezige,,[],"['sn', 'no', 'oe', 'ez', 'zi', 'ig', 'ge']","[91698.0, 847517.0, 837795.0, 100963.0, 123482.0, 960409.0, 3692145.0]",2.5016303625449927
kleintje,"[""'klKn"", 'tj@']","[10256.0, 23965.0]","['kl', 'le', 'ei', 'in', 'nt', 'tj', 'je']","[549706.0, 4397946.0, 2483878.0, 2264626.0, 1477178.0, 104770.0, 913788.0]",4.20183943899656
houdt,,[],"['ho', 'ou', 'ud', 'dt']","[1237078.0, 846499.0, 671255.0, 71691.0]",5.530433920395197
haar,"[""'har""]",[130563.0],"['ha', 'aa', 'ar']","[1299761.0, 2730922.0, 1754491.0]",6.469893106005319
stevig,"[""'ste"", 'v@x']","[9847.0, 1832.0]","['st', 'te', 'ev', 'vi', 'ig']","[2307098.0, 3522714.0, 317289.0, 226005.0, 960409.0]",4.189286701523233
vast,"[""'vAst""]",[31861.0],"['va', 'as', 'st']","[313419.0, 504791.0, 2307098.0]",5.81716589620763
dat,"[""'dAt""]",[1020424.0],"['da', 'at']","[1096946.0, 996808.0]",7.340220867694434
meisje,"[""'mKs"", 'j@']","[16981.0, 145311.0]","['me', 'ei', 'is', 'sj', 'je']","[1659354.0, 2483878.0, 3439538.0, 241012.0, 913788.0]",5.579205890389289
boterham,"[""'bo"", 't@r', 'hAm']","[24461.0, 199618.0, 287.0]","['bo', 'ot', 'te', 'er', 'rh', 'ha', 'am']","[1606593.0, 1595020.0, 3522714.0, 6799370.0, 571432.0, 1299761.0, 930317.0]",3.78201358823133
zonder,"[""'zOn"", 'd@r']","[31677.0, 256202.0]","['zo', 'on', 'nd', 'de', 'er']","[40239.0, 2451854.0, 2576478.0, 2559661.0, 6799370.0]",5.709072368464758
pindakaas,"[""'pIn"", 'da', 'kas']","[447.0, 5407.0, 278.0]","['pi', 'in', 'nd', 'da', 'ak', 'ka', 'aa', 'as']","[1566256.0, 2264626.0, 2576478.0, 1096946.0, 762048.0, 424843.0, 2730922.0, 504791.0]",3.7247181842768975
verwend,"['v@r', ""'wEnt""]","[457605.0, 1604.0]","['ve', 'er', 'rw', 'we', 'en', 'nd']","[1767776.0, 6799370.0, 34493.0, 1965886.0, 8542439.0, 2576478.0]",3.7721428342050354
robert,,[],"['ro', 'ob', 'be', 'er', 'rt']","[1417238.0, 95880.0, 2443609.0, 6799370.0, 1154116.0]",4.443992797049151
schone,"[""'sxo"", 'n@']","[2381.0, 266696.0]","['sc', 'ch', 'ho', 'on', 'ne']","[1079447.0, 1999086.0, 1237078.0, 2451854.0, 1475977.0]",4.269316179250471
dochter,"[""'dOx"", 't@r']","[9863.0, 199618.0]","['do', 'oc', 'ch', 'ht', 'te', 'er']","[394555.0, 270017.0, 1999086.0, 373636.0, 3522714.0, 6799370.0]",5.337366217858105
jan,"[""'jAn""]",[1204.0],"['ja', 'an']","[1312625.0, 4143386.0]",3.8818416042565986
huwelijk,"[""'hy"", 'w@', 'l@k']","[6276.0, 34449.0, 181254.0]","['hu', 'uw', 'we', 'el', 'li', 'ij', 'jk']","[187605.0, 98896.0, 1965886.0, 4671207.0, 3369152.0, 1639122.0, 518095.0]",4.898700912504402
vroeg,"[""'vrux""]",[13814.0],"['vr', 'ro', 'oe', 'eg']","[62231.0, 1417238.0, 837795.0, 1125580.0]",5.471844366055095
slikte,,[],"['sl', 'li', 'ik', 'kt', 'te']","[1064500.0, 3369152.0, 157922.0, 179298.0, 3522714.0]",3.3968950120249795
detective,"['de', 'tEk', ""'ti"", 'v@']","[14156.0, 1202.0, 8188.0, 267872.0]","['de', 'et', 'te', 'ec', 'ct', 'ti', 'iv', 've']","[2559661.0, 1684914.0, 3522714.0, 411920.0, 116688.0, 1353437.0, 94073.0, 1767776.0]",4.30244559756458
criminelen,,[],"['cr', 'ri', 'im', 'mi', 'in', 'ne', 'el', 'le', 'en']","[70853.0, 1787712.0, 1019572.0, 342154.0, 2264626.0, 1475977.0, 4671207.0, 4397946.0, 8542439.0]",4.1422537490123155
opspoort,,[],"['op', 'ps', 'sp', 'po', 'oo', 'or', 'rt']","[976321.0, 133657.0, 1518373.0, 490468.0, 3901750.0, 2597583.0, 1154116.0]",2.96828618358649
vette,,[],"['ve', 'et', 'tt', 'te']","[1767776.0, 1684914.0, 519286.0, 3522714.0]",4.099012091595185
beloning,"['b@', ""'lo"", 'nIN']","[395542.0, 64140.0, 24287.0]","['be', 'el', 'lo', 'on', 'ni', 'in', 'ng']","[2443609.0, 4671207.0, 1188135.0, 2451854.0, 638298.0, 2264626.0, 2927082.0]",4.327705165245819
staat,"[""'stat""]",[28645.0],"['st', 'ta', 'aa', 'at']","[2307098.0, 892070.0, 2730922.0, 996808.0]",5.811123650897876
speurhond,"[""'sp|r"", 'hOnt']","[195.0, 401.0]","['sp', 'pe', 'eu', 'ur', 'rh', 'ho', 'on', 'nd']","[1518373.0, 1062538.0, 135956.0, 346154.0, 571432.0, 1237078.0, 2451854.0, 2576478.0]",2.5859512482450286
illegale,,[],"['il', 'll', 'le', 'eg', 'ga', 'al', 'le']","[2591190.0, 2754440.0, 4397946.0, 1125580.0, 446758.0, 2558689.0, 4397946.0]",3.957562318194717
drugs,,[],"['dr', 'ru', 'ug', 'gs']","[486140.0, 1082518.0, 117069.0, 1154969.0]",4.916245627921467
koekje,"[""'kuk"", 'j@']","[528.0, 145311.0]","['ko', 'oe', 'ek', 'kj', 'je']","[466342.0, 837795.0, 762098.0, 192716.0, 913788.0]",3.90695232483963
gedetineerde,"['x@', 'de', 'ti', ""'ner"", 'd@']","[587329.0, 14156.0, 12797.0, 53551.0, 515645.0]","['ge', 'ed', 'de', 'et', 'ti', 'in', 'ne', 'ee', 'er', 'rd', 'de']","[3692145.0, 636500.0, 2559661.0, 1684914.0, 1353437.0, 2264626.0, 1475977.0, 944702.0, 6799370.0, 823655.0, 2559661.0]",2.89957037121703
trage,,[],"['tr', 'ra', 'ag', 'ge']","[1199332.0, 2220035.0, 400262.0, 3692145.0]",3.3555023268667545
bewaker,"['b@', ""'wa"", 'k@r']","[395542.0, 61687.0, 83721.0]","['be', 'ew', 'wa', 'ak', 'ke', 'er']","[2443609.0, 587000.0, 409327.0, 762048.0, 3143026.0, 6799370.0]",4.306839845662672
afschudt,,[],"['af', 'fs', 'sc', 'ch', 'hu', 'ud', 'dt']","[472535.0, 20744.0, 1079447.0, 1999086.0, 187605.0, 671255.0, 71691.0]",1.957562318194717
hulp,"[""'h}lp""]",[11101.0],"['hu', 'ul', 'lp']","[187605.0, 1284792.0, 23629.0]",5.3761121802444585
handlanger,"[""'hAnd"", 'lA', 'N@r']","[788.0, 865.0, 10671.0]","['ha', 'an', 'nd', 'dl', 'la', 'an', 'ng', 'ge', 'er']","[1299761.0, 4143386.0, 2576478.0, 30978.0, 2444604.0, 4143386.0, 2927082.0, 3692145.0, 6799370.0]",3.5676899312707127
vandaag,"['vAn', ""'dax""]","[63011.0, 16791.0]","['va', 'an', 'nd', 'da', 'aa', 'ag']","[313419.0, 4143386.0, 2576478.0, 1096946.0, 2730922.0, 400262.0]",5.564051168637365
laatste,,[],"['la', 'aa', 'at', 'ts', 'st', 'te']","[2444604.0, 2730922.0, 996808.0, 235160.0, 2307098.0, 3522714.0]",5.5970737089559215
kandidaat,"['kAn', 'di', ""'dat""]","[7557.0, 34759.0, 11287.0]","['ka', 'an', 'nd', 'di', 'id', 'da', 'aa', 'at']","[424843.0, 4143386.0, 2576478.0, 1050254.0, 469631.0, 1096946.0, 2730922.0, 996808.0]",4.097441404595953
examinator,"['Ek', 'sa', 'mi', ""'na"", 'tOr']","[5389.0, 5885.0, 15330.0, 56184.0, 9156.0]","['ex', 'xa', 'am', 'mi', 'in', 'na', 'at', 'to', 'or']","[248636.0, 47762.0, 930317.0, 342154.0, 2264626.0, 523332.0, 996808.0, 2236591.0, 2597583.0]",2.2585923138586983
overtuigt,,[],"['ov', 've', 'er', 'rt', 'tu', 'ui', 'ig', 'gt']","[145547.0, 1767776.0, 6799370.0, 1154116.0, 118674.0, 687028.0, 960409.0, 21874.0]",3.2693161792504712
imponerend,,[],"['im', 'mp', 'po', 'on', 'ne', 'er', 're', 'en', 'nd']","[1019572.0, 51276.0, 490468.0, 2451854.0, 1475977.0, 6799370.0, 1607974.0, 8542439.0, 2576478.0]",2.531593585922436
spits,"[""'spIts""]",[144.0],"['sp', 'pi', 'it', 'ts']","[1518373.0, 1566256.0, 333345.0, 235160.0]",3.31929015421231
trainer,"[""'tre"", 'n@r']","[4549.0, 6261.0]","['tr', 'ra', 'ai', 'in', 'ne', 'er']","[1199332.0, 2220035.0, 444826.0, 2264626.0, 1475977.0, 6799370.0]",3.9081705429789477
opstelde,,[],"['op', 'ps', 'st', 'te', 'el', 'ld', 'de']","[976321.0, 133657.0, 2307098.0, 3522714.0, 4671207.0, 840998.0, 2559661.0]",2.3555023268667545
cruciale,,[],"['cr', 'ru', 'uc', 'ci', 'ia', 'al', 'le']","[70853.0, 1082518.0, 94927.0, 1877307.0, 112581.0, 2558689.0, 4397946.0]",3.212834823298023
training,"[""'tre"", 'nIN']","[4549.0, 24287.0]","['tr', 'ra', 'ai', 'in', 'ni', 'in', 'ng']","[1199332.0, 2220035.0, 444826.0, 2264626.0, 638298.0, 2264626.0, 2927082.0]",4.307810336528879
gemist,,[],"['ge', 'em', 'mi', 'is', 'st']","[3692145.0, 924741.0, 342154.0, 3439538.0, 2307098.0]",4.868586687331899
niemand,"[""'ni"", 'mAnt']","[39850.0, 85055.0]","['ni', 'ie', 'em', 'ma', 'an', 'nd']","[638298.0, 2076673.0, 924741.0, 957657.0, 4143386.0, 2576478.0]",5.849378437719578
wist,,[],"['wi', 'is', 'st']","[658045.0, 3439538.0, 2307098.0]",5.770425561044579
gevaarlijke,,[],"['ge', 'ev', 'va', 'aa', 'ar', 'rl', 'li', 'ij', 'jk', 'ke']","[3692145.0, 317289.0, 313419.0, 2730922.0, 1754491.0, 344538.0, 3369152.0, 1639122.0, 518095.0, 3143026.0]",4.332768539294047
tornado,"['tOr', ""'na"", 'do']","[9156.0, 56184.0, 4608.0]","['to', 'or', 'rn', 'na', 'ad', 'do']","[2236591.0, 2597583.0, 503424.0, 523332.0, 474501.0, 394555.0]",3.5344792741599242
ontstond,,[],"['on', 'nt', 'ts', 'st', 'to', 'on', 'nd']","[2451854.0, 1477178.0, 235160.0, 2307098.0, 2236591.0, 2451854.0, 2576478.0]",3.5016303625449927
slachtoffers,,[],"['sl', 'la', 'ac', 'ch', 'ht', 'to', 'of', 'ff', 'fe', 'er', 'rs']","[1064500.0, 2444604.0, 404620.0, 1999086.0, 373636.0, 2236591.0, 242332.0, 122042.0, 767992.0, 6799370.0, 834594.0]",4.558535213881465
zou,,[],"['zo', 'ou']","[40239.0, 846499.0]",6.395419856443047
eisen,"[""'K"", 's@']","[40313.0, 84912.0]","['ei', 'is', 'se', 'en']","[2483878.0, 3439538.0, 763112.0, 8542439.0]",4.321174298086861
employee,,[],"['em', 'mp', 'pl', 'lo', 'oy', 'ye', 'ee']","[924741.0, 51276.0, 97171.0, 1188135.0, 169473.0, 19288.0, 944702.0]",2.1336535772503984
ontsnapte,,[],"['on', 'nt', 'ts', 'sn', 'na', 'ap', 'pt', 'te']","[2451854.0, 1477178.0, 235160.0, 91698.0, 523332.0, 270616.0, 51860.0, 3522714.0]",4.062220109203514
dieven,"[""'di"", 'v@']","[325903.0, 267872.0]","['di', 'ie', 'ev', 've', 'en']","[1050254.0, 2076673.0, 317289.0, 1767776.0, 8542439.0]",4.102914134753178
beschrijft,,[],"['be', 'es', 'sc', 'ch', 'hr', 'ri', 'ij', 'jf', 'ft']","[2443609.0, 1784615.0, 1079447.0, 1999086.0, 36490.0, 1787712.0, 1639122.0, 33465.0, 179822.0]",3.5344792741599242
nauwkeurig,"['nMw', ""'k|"", 'r@x']","[315.0, 6708.0, 9608.0]","['na', 'au', 'uw', 'wk', 'ke', 'eu', 'ur', 'ri', 'ig']","[523332.0, 611780.0, 98896.0, 867.0, 3143026.0, 135956.0, 346154.0, 1787712.0, 960409.0]",3.638803555570304
wrede,,[],"['wr', 're', 'ed', 'de']","[15378.0, 1607974.0, 636500.0, 2559661.0]",3.85243197493997
onderdaan,"[""'On"", 'd@r', 'dan']","[43991.0, 256202.0, 2067.0]","['on', 'nd', 'de', 'er', 'rd', 'da', 'aa', 'an']","[2451854.0, 2576478.0, 2559661.0, 6799370.0, 823655.0, 1096946.0, 2730922.0, 4143386.0]",3.0367435642423417
beveelt,,[],"['be', 'ev', 've', 'ee', 'el', 'lt']","[2443609.0, 317289.0, 1767776.0, 944702.0, 4671207.0, 1858662.0]",3.5756104149068095
boos,"[""'bos""]",[4810.0],"['bo', 'oo', 'os']","[1606593.0, 3901750.0, 588208.0]",5.020801826366652
derde,"[""'dEr"", 'd@']","[8243.0, 515645.0]","['de', 'er', 'rd', 'de']","[2559661.0, 6799370.0, 823655.0, 2559661.0]",4.880028263493131
getal,"['x@', ""'tAl""]","[587329.0, 634.0]","['ge', 'et', 'ta', 'al']","[3692145.0, 1684914.0, 892070.0, 2558689.0]",3.8369449553690593
oplettende,,[],"['op', 'pl', 'le', 'et', 'tt', 'te', 'en', 'nd', 'de']","[976321.0, 97171.0, 4397946.0, 1684914.0, 519286.0, 3522714.0, 8542439.0, 2576478.0, 2559661.0]",2.4694456791735915
toehoorder,"[""'tu"", 'hor', 'd@r']","[45349.0, 80.0, 256202.0]","['to', 'oe', 'eh', 'ho', 'oo', 'or', 'rd', 'de', 'er']","[2236591.0, 837795.0, 134898.0, 1237078.0, 3901750.0, 2597583.0, 823655.0, 2559661.0, 6799370.0]",1.832623581586417
signaleert,,[],"['si', 'ig', 'gn', 'na', 'al', 'le', 'ee', 'er', 'rt']","[1091620.0, 960409.0, 43396.0, 523332.0, 2558689.0, 4397946.0, 944702.0, 6799370.0, 1154116.0]",2.3968950120249795
zes,"[""'zEs""]",[10048.0],"['ze', 'es']","[1671440.0, 1784615.0]",5.297013759501158
mijn,"[""'mKn""]",[193636.0],"['mi', 'ij', 'jn']","[342154.0, 1639122.0, 79695.0]",6.64091559724068
vriendin,"['vrin', ""'dIn""]","[7630.0, 8082.0]","['vr', 'ri', 'ie', 'en', 'nd', 'di', 'in']","[62231.0, 1787712.0, 2076673.0, 8542439.0, 2576478.0, 1050254.0, 2264626.0]",5.235915726744672
mona,,[],"['mo', 'on', 'na']","[1055897.0, 2451854.0, 523332.0]",3.753442335538792
gek,"[""'xEk""]",[23936.0],"['ge', 'ek']","[3692145.0, 762098.0]",5.730873264895813
jongens,,[],"['jo', 'on', 'ng', 'ge', 'en', 'ns']","[866375.0, 2451854.0, 2927082.0, 3692145.0, 8542439.0, 612425.0]",5.582720371637942
gemixte,,[],"['ge', 'em', 'mi', 'ix', 'xt', 'te']","[3692145.0, 924741.0, 342154.0, 3101.0, 7953.0, 3522714.0]",2.3968950120249795
drankjes,,[],"['dr', 'ra', 'an', 'nk', 'kj', 'je', 'es']","[486140.0, 2220035.0, 4143386.0, 476574.0, 192716.0, 913788.0, 1784615.0]",4.081413959161803
kopen,"[""'ko"", 'p@']","[81557.0, 157985.0]","['ko', 'op', 'pe', 'en']","[466342.0, 976321.0, 1062538.0, 8542439.0]",5.112442562913479
voor,"[""'vor""]",[339085.0],"['vo', 'oo', 'or']","[2123358.0, 3901750.0, 2597583.0]",6.822993519733761
aannemer,"[""'a"", 'ne', 'm@r']","[38878.0, 11397.0, 38939.0]","['aa', 'an', 'nn', 'ne', 'em', 'me', 'er']","[2730922.0, 4143386.0, 746302.0, 1475977.0, 924741.0, 1659354.0, 6799370.0]",3.4236881886129162
bewoner,"['b@', ""'wo"", 'n@r']","[395542.0, 5629.0, 6261.0]","['be', 'ew', 'wo', 'on', 'ne', 'er']","[2443609.0, 587000.0, 933919.0, 2451854.0, 1475977.0, 6799370.0]",3.337773559906323
matste,,[],"['ma', 'at', 'ts', 'st', 'te']","[957657.0, 996808.0, 235160.0, 2307098.0, 3522714.0]",
goed,"[""'xut""]",[154264.0],"['go', 'oe', 'ed']","[147343.0, 837795.0, 636500.0]",6.53886898606813
humeur,"['hy', ""'m|r""]","[751.0, 452.0]","['hu', 'um', 'me', 'eu', 'ur']","[187605.0, 328356.0, 1659354.0, 135956.0, 346154.0]",3.689956078017685
vrouwtje,"[""'vrMw"", 'tj@']","[45934.0, 23965.0]","['vr', 'ro', 'ou', 'uw', 'wt', 'tj', 'je']","[62231.0, 1417238.0, 846499.0, 98896.0, 9874.0, 104770.0, 913788.0]",4.134376798869495
verlaten,"['v@r', ""'la"", 't@']","[457605.0, 88492.0, 603753.0]","['ve', 'er', 'rl', 'la', 'at', 'te', 'en']","[1767776.0, 6799370.0, 344538.0, 2444604.0, 996808.0, 3522714.0, 8542439.0]",5.002102078587128
poezen,,[],"['po', 'oe', 'ez', 'ze', 'en']","[490468.0, 837795.0, 100963.0, 1671440.0, 8542439.0]",2.4694456791735915
opvangt,,[],"['op', 'pv', 'va', 'an', 'ng', 'gt']","[976321.0, 13913.0, 313419.0, 4143386.0, 2927082.0, 21874.0]",2.88698124390901
ruzie,"[""'ry"", 'zi']","[2890.0, 22202.0]","['ru', 'uz', 'zi', 'ie']","[1082518.0, 46738.0, 123482.0, 2076673.0]",4.803899430324522
buren,"[""'by"", 'r@']","[1600.0, 255397.0]","['bu', 'ur', 're', 'en']","[200521.0, 346154.0, 1607974.0, 8542439.0]",4.47574712241312
onlangs,"[""'On"", 'lANs']","[43991.0, 1017.0]","['on', 'nl', 'la', 'an', 'ng', 'gs']","[2451854.0, 49228.0, 2444604.0, 4143386.0, 2927082.0, 1154969.0]",4.2288229286821535
gaf,,[],"['ga', 'af']","[446758.0, 472535.0]",5.278538995537541
jongeman,"['jO', 'N@', ""'mAn""]","[3269.0, 89688.0, 66687.0]","['jo', 'on', 'ng', 'ge', 'em', 'ma', 'an']","[866375.0, 2451854.0, 2927082.0, 3692145.0, 924741.0, 957657.0, 4143386.0]",4.456217413439836
populaire,,[],"['po', 'op', 'pu', 'ul', 'la', 'ai', 'ir', 're']","[490468.0, 976321.0, 45003.0, 1284792.0, 2444604.0, 444826.0, 2884214.0, 1607974.0]",3.6342559278195834
portier,"['pOr', ""'tir""]","[1998.0, 1303.0]","['po', 'or', 'rt', 'ti', 'ie', 'er']","[490468.0, 2597583.0, 1154116.0, 1353437.0, 2076673.0, 6799370.0]",3.874016266744642
inhuurde,,[],"['in', 'nh', 'hu', 'uu', 'ur', 'rd', 'de']","[2264626.0, 66106.0, 187605.0, 78760.0, 346154.0, 823655.0, 2559661.0]",3.1478940163650084
groot,"[""'xrot""]",[12211.0],"['gr', 'ro', 'oo', 'ot']","[789301.0, 1417238.0, 3901750.0, 1595020.0]",5.371992458487583
feest,"[""'fest""]",[4536.0],"['fe', 'ee', 'es', 'st']","[767992.0, 944702.0, 1784615.0, 2307098.0]",4.988768738022179
elfje,,[],"['el', 'lf', 'fj', 'je']","[4671207.0, 34029.0, 16283.0, 913788.0]",2.786866091025742
sterke,,[],"['st', 'te', 'er', 'rk', 'ke']","[2307098.0, 3522714.0, 6799370.0, 2174749.0, 3143026.0]",4.521932440710037
beren,"[""'be"", 'r@']","[63557.0, 255397.0]","['be', 'er', 're', 'en']","[2443609.0, 6799370.0, 1607974.0, 8542439.0]",3.969344148742824
betoverde,,[],"['be', 'et', 'to', 'ov', 've', 'er', 'rd', 'de']","[2443609.0, 1684914.0, 2236591.0, 145547.0, 1767776.0, 6799370.0, 823655.0, 2559661.0]",3.181577129567581
vriendelijk,"[""'vrin"", 'd@', 'l@k']","[1894.0, 515645.0, 181254.0]","['vr', 'ri', 'ie', 'en', 'nd', 'de', 'el', 'li', 'ij', 'jk']","[62231.0, 1787712.0, 2076673.0, 8542439.0, 2576478.0, 2559661.0, 4671207.0, 3369152.0, 1639122.0, 518095.0]",4.565820846692986
schilder,"[""'sxIl"", 'd@r']","[3785.0, 256202.0]","['sc', 'ch', 'hi', 'il', 'ld', 'de', 'er']","[1079447.0, 1999086.0, 484018.0, 2591190.0, 840998.0, 2559661.0, 6799370.0]",4.018260158548329
knappe,,[],"['kn', 'na', 'ap', 'pp', 'pe']","[81592.0, 523332.0, 270616.0, 297911.0, 1062538.0]",4.474758216144691
prinses,"['prIn', ""'sEs""]","[2243.0, 8534.0]","['pr', 'ri', 'in', 'ns', 'se', 'es']","[242781.0, 1787712.0, 2264626.0, 612425.0, 763112.0, 1784615.0]",4.624548036524377
tekent,,[],"['te', 'ek', 'ke', 'en', 'nt']","[3522714.0, 762098.0, 3143026.0, 8542439.0, 1477178.0]",3.9454519281924623
zit,"[""'zIt""]",[48568.0],"['zi', 'it']","[123482.0, 333345.0]",6.021542695354457
onder,"[""'On"", 'd@r']","[43991.0, 256202.0]","['on', 'nd', 'de', 'er']","[2451854.0, 2576478.0, 2559661.0, 6799370.0]",5.66209889366403
verf,"[""'vErf""]",[644.0],"['ve', 'er', 'rf']","[1767776.0, 6799370.0, 16356.0]",4.157591584748487
kokkin,"['kO', ""'kIn""]","[11750.0, 22813.0]","['ko', 'ok', 'kk', 'ki', 'in']","[466342.0, 155024.0, 65091.0, 312362.0, 2264626.0]",3.3286301804664533
pap,"[""'pAp""]",[5224.0],"['pa', 'ap']","[319786.0, 270616.0]",5.071672674726608
dakloze,"[""'dAk"", 'lo', 'z@']","[2846.0, 24882.0, 133611.0]","['da', 'ak', 'kl', 'lo', 'oz', 'ze']","[1096946.0, 762048.0, 549706.0, 1188135.0, 73271.0, 1671440.0]",3.5514019792759886
burgers,,[],"['bu', 'ur', 'rg', 'ge', 'er', 'rs']","[200521.0, 346154.0, 709881.0, 3692145.0, 6799370.0, 834594.0]",4.415444214928709
kookt,,[],"['ko', 'oo', 'ok', 'kt']","[466342.0, 3901750.0, 155024.0, 179298.0]",3.8551894094851584
geen,"[""'xen""]",[173477.0],"['ge', 'ee', 'en']","[3692145.0, 944702.0, 8542439.0]",6.59363628415434
zin,"[""'zIn""]",[12071.0],"['zi', 'in']","[123482.0, 2264626.0]",5.23350679713478
meer,"[""'mer""]",[89562.0],"['me', 'ee', 'er']","[1659354.0, 944702.0, 6799370.0]",6.305033822146514
nora,,[],"['no', 'or', 'ra']","[847517.0, 2597583.0, 2220035.0]",3.848262715893592
warme,,[],"['wa', 'ar', 'rm', 'me']","[409327.0, 1754491.0, 1049306.0, 1659354.0]",4.317397800534605
dekens,,[],"['de', 'ek', 'ke', 'en', 'ns']","[2559661.0, 762098.0, 3143026.0, 8542439.0, 612425.0]",3.8253243428449175
arme,"[""'Ar"", 'm@']","[4777.0, 227160.0]","['ar', 'rm', 'me']","[1754491.0, 1049306.0, 1659354.0]",4.9458982740507675
mensen,,[],"['me', 'en', 'ns', 'se', 'en']","[1659354.0, 8542439.0, 612425.0, 763112.0, 8542439.0]",6.033474079677495
weeft,,[],"['we', 'ee', 'ef', 'ft']","[1965886.0, 944702.0, 169410.0, 179822.0]",2.3555023268667545
gelukkig,"['x@', ""'l}"", 'k@x']","[587329.0, 14052.0, 10243.0]","['ge', 'el', 'lu', 'uk', 'kk', 'ki', 'ig']","[3692145.0, 4671207.0, 273011.0, 56724.0, 65091.0, 312362.0, 960409.0]",5.307907266443779
