Word,Syllables,Syllable Occurrence Counts,Bigrams,Bigram Occurrence Counts,Zipf
betere,,[],"['be', 'et', 'te', 'er', 're']","[2443609.0, 1684914.0, 3522714.0, 6799370.0, 1607974.0]",4.705362409059086
behuizing,"['b@', ""'hL"", 'zIN']","[395542.0, 5729.0, 2723.0]","['be', 'eh', 'hu', 'ui', 'iz', 'zi', 'in', 'ng']","[2443609.0, 134898.0, 187605.0, 687028.0, 102177.0, 123482.0, 2264626.0, 2927082.0]",2.6107748319700605
afgedwongen,,[],"['af', 'fg', 'ge', 'ed', 'dw', 'wo', 'on', 'ng', 'ge', 'en']","[472535.0, 119621.0, 3692145.0, 636500.0, 46501.0, 933919.0, 2451854.0, 2927082.0, 3692145.0, 8542439.0]",2.753442335538792
europese,,[],"['eu', 'ur', 'ro', 'op', 'pe', 'es', 'se']","[135956.0, 346154.0, 1417238.0, 976321.0, 1062538.0, 1784615.0, 763112.0]",3.8088206669137925
regels,,[],"['re', 'eg', 'ge', 'el', 'ls']","[1607974.0, 1125580.0, 3692145.0, 4671207.0, 114609.0]",4.919457791862567
wanneer,"['wA', ""'ner""]","[20722.0, 53551.0]","['wa', 'an', 'nn', 'ne', 'ee', 'er']","[409327.0, 4143386.0, 746302.0, 1475977.0, 944702.0, 6799370.0]",5.657941490936612
lakse,,[],"['la', 'ak', 'ks', 'se']","[2444604.0, 762048.0, 117147.0, 763112.0]",2.1336535772503984
eens,"[""'ens""]",[65553.0],"['ee', 'en', 'ns']","[944702.0, 8542439.0, 612425.0]",6.139955569256932
manier,"['ma', ""'nir""]","[53566.0, 12207.0]","['ma', 'an', 'ni', 'ie', 'er']","[957657.0, 4143386.0, 638298.0, 2076673.0, 6799370.0]",5.406924992955789
geliefd,"['x@', ""'lift""]","[587329.0, 5088.0]","['ge', 'el', 'li', 'ie', 'ef', 'fd']","[3692145.0, 4671207.0, 3369152.0, 2076673.0, 169410.0, 81902.0]",3.856561589084506
troepen,,[],"['tr', 'ro', 'oe', 'ep', 'pe', 'en']","[1199332.0, 1417238.0, 837795.0, 189025.0, 1062538.0, 8542439.0]",4.400042087259165
gebied,"['x@', ""'bit""]","[587329.0, 2677.0]","['ge', 'eb', 'bi', 'ie', 'ed']","[3692145.0, 154238.0, 743491.0, 2076673.0, 636500.0]",4.76204250730071
uitgebreid,"[""'Lt"", 'x@', 'brKt']","[187852.0, 587329.0, 237.0]","['ui', 'it', 'tg', 'ge', 'eb', 'br', 're', 'ei', 'id']","[687028.0, 333345.0, 33865.0, 3692145.0, 154238.0, 191839.0, 1607974.0, 2483878.0, 469631.0]",3.732079283923267
zeventig,"[""'ze"", 'v@n', 't@x']","[62595.0, 4887.0, 55061.0]","['ze', 'ev', 've', 'en', 'nt', 'ti', 'ig']","[1671440.0, 317289.0, 1767776.0, 8542439.0, 1477178.0, 1353437.0, 960409.0]",3.554159413821177
boeiende,,[],"['bo', 'oe', 'ei', 'ie', 'en', 'nd', 'de']","[1606593.0, 837795.0, 2483878.0, 2076673.0, 8542439.0, 2576478.0, 2559661.0]",3.333225932155602
programma,"['pro', ""'GrA"", 'ma']","[43197.0, 1664.0, 53566.0]","['pr', 'ro', 'og', 'gr', 'ra', 'am', 'mm', 'ma']","[242781.0, 1417238.0, 285914.0, 789301.0, 2220035.0, 930317.0, 407998.0, 957657.0]",4.57587195931815
miljoenen,,[],"['mi', 'il', 'lj', 'jo', 'oe', 'en', 'ne', 'en']","[342154.0, 2591190.0, 3707.0, 866375.0, 837795.0, 8542439.0, 1475977.0, 8542439.0]",4.479027307809487
luisteraars,,[],"['lu', 'ui', 'is', 'st', 'te', 'er', 'ra', 'aa', 'ar', 'rs']","[273011.0, 687028.0, 3439538.0, 2307098.0, 3522714.0, 6799370.0, 2220035.0, 2730922.0, 1754491.0, 834594.0]",3.1478940163650084
duizenden,,[],"['du', 'ui', 'iz', 'ze', 'en', 'nd', 'de', 'en']","[161799.0, 687028.0, 102177.0, 1671440.0, 8542439.0, 2576478.0, 2559661.0, 8542439.0]",4.524882822178704
wereld,"[""'we"", 'r@lt']","[92176.0, 18697.0]","['we', 'er', 're', 'el', 'ld']","[1965886.0, 6799370.0, 1607974.0, 4671207.0, 840998.0]",5.5918128092990855
komen,"[""'ko"", 'm@']","[81557.0, 227160.0]","['ko', 'om', 'me', 'en']","[466342.0, 2473734.0, 1659354.0, 8542439.0]",6.054663378747433
popconcert,"[""'pOp"", 'kOn', 'sErt']","[1513.0, 21455.0, 27.0]","['po', 'op', 'pc', 'co', 'on', 'nc', 'ce', 'er', 'rt']","[490468.0, 976321.0, 610.0, 488809.0, 2451854.0, 74991.0, 173200.0, 6799370.0, 1154116.0]",2.0544723312027733
bericht,"['b@', ""'rIxt""]","[395542.0, 3422.0]","['be', 'er', 'ri', 'ic', 'ch', 'ht']","[2443609.0, 6799370.0, 1787712.0, 911860.0, 1999086.0, 373636.0]",4.7729740200700475
eeuwige,,[],"['ee', 'eu', 'uw', 'wi', 'ig', 'ge']","[944702.0, 135956.0, 98896.0, 658045.0, 960409.0, 3692145.0]",4.259676695150918
jeruzalem,,[],"['je', 'er', 'ru', 'uz', 'za', 'al', 'le', 'em']","[913788.0, 6799370.0, 1082518.0, 46738.0, 308657.0, 2558689.0, 4397946.0, 924741.0]",3.8753303206424734
trouwe,,[],"['tr', 'ro', 'ou', 'uw', 'we']","[1199332.0, 1417238.0, 846499.0, 98896.0, 1965886.0]",3.9586466994869367
dienaren,,[],"['di', 'ie', 'en', 'na', 'ar', 're', 'en']","[1050254.0, 2076673.0, 8542439.0, 523332.0, 1754491.0, 1607974.0, 8542439.0]",3.2419930520392364
toe,"[""'tu""]",[45349.0],"['to', 'oe']","[2236591.0, 837795.0]",5.760028166640501
eisende,,[],"['ei', 'is', 'se', 'en', 'nd', 'de']","[2483878.0, 3439538.0, 763112.0, 8542439.0, 2576478.0, 2559661.0]",2.3968950120249795
malafide,"['ma', 'la', ""'fi"", 'd@']","[53566.0, 9432.0, 2343.0, 515645.0]","['ma', 'al', 'la', 'af', 'fi', 'id', 'de']","[957657.0, 2558689.0, 2444604.0, 472535.0, 301366.0, 469631.0, 2559661.0]",2.2006003668810115
makelaar,"[""'ma"", 'k@', 'lar']","[67142.0, 342563.0, 2791.0]","['ma', 'ak', 'ke', 'el', 'la', 'aa', 'ar']","[957657.0, 762048.0, 3143026.0, 4671207.0, 2444604.0, 2730922.0, 1754491.0]",3.703807189914915
lees,,[],"['le', 'ee', 'es']","[4397946.0, 944702.0, 1784615.0]",4.782826113224002
boeken,"[""'bu"", 'k@']","[6504.0, 342563.0]","['bo', 'oe', 'ek', 'ke', 'en']","[1606593.0, 837795.0, 762098.0, 3143026.0, 8542439.0]",4.821925049300546
tijd,"[""'tKt""]",[50775.0],"['ti', 'ij', 'jd']","[1353437.0, 1639122.0, 163477.0]",5.949784355678561
bekentenis,"['b@', ""'kEn"", 't@', 'nIs']","[395542.0, 2839.0, 603753.0, 15439.0]","['be', 'ek', 'ke', 'en', 'nt', 'te', 'en', 'ni', 'is']","[2443609.0, 762098.0, 3143026.0, 8542439.0, 1477178.0, 3522714.0, 8542439.0, 638298.0, 3439538.0]",4.043031288081389
moord,"[""'mort""]",[6434.0],"['mo', 'oo', 'or', 'rd']","[1055897.0, 3901750.0, 2597583.0, 823655.0]",5.1485939270433345
dreef,"[""'dref""]",[274.0],"['dr', 're', 'ee', 'ef']","[486140.0, 1607974.0, 944702.0, 169410.0]",3.7948350206970174
machtige,,[],"['ma', 'ac', 'ch', 'ht', 'ti', 'ig', 'ge']","[957657.0, 404620.0, 1999086.0, 373636.0, 1353437.0, 960409.0, 3692145.0]",4.137974951033041
personeel,"['pEr', 'so', ""'nel""]","[7938.0, 8899.0, 5221.0]","['pe', 'er', 'rs', 'so', 'on', 'ne', 'ee', 'el']","[1062538.0, 6799370.0, 834594.0, 369446.0, 2451854.0, 1475977.0, 944702.0, 4671207.0]",4.3404794532822475
overwinning,"['o', 'v@r', ""'wI"", 'nIN']","[33065.0, 457605.0, 46044.0, 24287.0]","['ov', 've', 'er', 'rw', 'wi', 'in', 'nn', 'ni', 'in', 'ng']","[145547.0, 1767776.0, 6799370.0, 34493.0, 658045.0, 2264626.0, 746302.0, 638298.0, 2264626.0, 2927082.0]",4.359393493103665
hawaii,,[],"['ha', 'aw', 'wa', 'ai', 'ii']","[1299761.0, 39687.0, 409327.0, 444826.0, 3797.0]",3.2419930520392364
hopelijk,"[""'ho"", 'p@', 'l@k']","[29492.0, 157985.0, 181254.0]","['ho', 'op', 'pe', 'el', 'li', 'ij', 'jk']","[1237078.0, 976321.0, 1062538.0, 4671207.0, 3369152.0, 1639122.0, 518095.0]",4.804363172474195
snel,"[""'snEl""]",[22220.0],"['sn', 'ne', 'el']","[91698.0, 1475977.0, 4671207.0]",5.662441769025294
arbeidsethos,"[""'Ar"", 'bKts', 'e', 'tOs']","[4777.0, 61.0, 13352.0, 14.0]","['ar', 'rb', 'be', 'ei', 'id', 'ds', 'se', 'et', 'th', 'ho', 'os']","[1754491.0, 87286.0, 2443609.0, 2483878.0, 469631.0, 357110.0, 763112.0, 1684914.0, 446916.0, 1237078.0, 588208.0]",2.2006003668810115
centraal,"['sEn', ""'tral""]","[5363.0, 355.0]","['ce', 'en', 'nt', 'tr', 'ra', 'aa', 'al']","[173200.0, 8542439.0, 1477178.0, 1199332.0, 2220035.0, 2730922.0, 2558689.0]",3.42738433417288
bolivia,,[],"['bo', 'ol', 'li', 'iv', 'vi', 'ia']","[1606593.0, 2233880.0, 3369152.0, 94073.0, 226005.0, 112581.0]",3.103690353872955
anders,"[""'An"", 'd@rs']","[50151.0, 35208.0]","['an', 'nd', 'de', 'er', 'rs']","[4143386.0, 2576478.0, 2559661.0, 6799370.0, 834594.0]",5.884226250127748
zuiden,"[""'zL"", 'd@']","[3341.0, 515645.0]","['zu', 'ui', 'id', 'de', 'en']","[95553.0, 687028.0, 469631.0, 2559661.0, 8542439.0]",4.453799863361452
paar,"[""'par""]",[19203.0],"['pa', 'aa', 'ar']","[319786.0, 2730922.0, 1754491.0]",5.634233069613735
alles,"[""'A"", 'l@s']","[137491.0, 75293.0]","['al', 'll', 'le', 'es']","[2558689.0, 2754440.0, 4397946.0, 1784615.0]",6.228875250166694
bemachtigen,"['b@', ""'mAx"", 't@', 'G@']","[395542.0, 1755.0, 603753.0, 450488.0]","['be', 'em', 'ma', 'ac', 'ch', 'ht', 'ti', 'ig', 'ge', 'en']","[2443609.0, 924741.0, 957657.0, 404620.0, 1999086.0, 373636.0, 1353437.0, 960409.0, 3692145.0, 8542439.0]",3.5228196616149305
vandaar,"['vAn', ""'dar""]","[63011.0, 131707.0]","['va', 'an', 'nd', 'da', 'aa', 'ar']","[313419.0, 4143386.0, 2576478.0, 1096946.0, 2730922.0, 1754491.0]",4.217036737725793
kippen,"[""'kI"", 'p@']","[1482.0, 157985.0]","['ki', 'ip', 'pp', 'pe', 'en']","[312362.0, 54132.0, 297911.0, 1062538.0, 8542439.0]",4.068992869960697
pootjes,,[],"['po', 'oo', 'ot', 'tj', 'je', 'es']","[490468.0, 3901750.0, 1595020.0, 104770.0, 913788.0, 1784615.0]",3.495381413267991
staande,"[""'stan"", 'd@']","[23670.0, 515645.0]","['st', 'ta', 'aa', 'an', 'nd', 'de']","[2307098.0, 892070.0, 2730922.0, 4143386.0, 2576478.0, 2559661.0]",3.525764042261712
beruchte,,[],"['be', 'er', 'ru', 'uc', 'ch', 'ht', 'te']","[2443609.0, 6799370.0, 1082518.0, 94927.0, 1999086.0, 373636.0, 3522714.0]",3.6608536963133784
daders,,[],"['da', 'ad', 'de', 'er', 'rs']","[1096946.0, 474501.0, 2559661.0, 6799370.0, 834594.0]",3.8496569208851974
meldden,,[],"['me', 'el', 'ld', 'dd', 'de', 'en']","[1659354.0, 4671207.0, 840998.0, 203262.0, 2559661.0, 8542439.0]",2.656532322530736
tweede,"[""'twe"", 'd@']","[51758.0, 515645.0]","['tw', 'we', 'ee', 'ed', 'de']","[57710.0, 1965886.0, 944702.0, 636500.0, 2559661.0]",5.109697715056593
echter,"[""'Ex"", 't@r']","[859.0, 199618.0]","['ec', 'ch', 'ht', 'te', 'er']","[411920.0, 1999086.0, 373636.0, 3522714.0, 6799370.0]",4.255322829293851
bijna,"[""'bK"", 'na']","[47051.0, 56112.0]","['bi', 'ij', 'jn', 'na']","[743491.0, 1639122.0, 79695.0, 523332.0]",5.520093087056978
mis,"[""'mIs""]",[11711.0],"['mi', 'is']","[342154.0, 3439538.0]",5.338135321261604
nationaal,"['nA', 'tSo', ""'nal""]","[551.0, 2000.0, 2079.0]","['na', 'at', 'ti', 'io', 'on', 'na', 'aa', 'al']","[523332.0, 996808.0, 1353437.0, 757588.0, 2451854.0, 523332.0, 2730922.0, 2558689.0]",3.6342559278195834
bureaucratie,"['by', 'ro', 'kra', ""'tsi""]","[5469.0, 6384.0, 660.0, 780.0]","['bu', 'ur', 're', 'ea', 'au', 'uc', 'cr', 'ra', 'at', 'ti', 'ie']","[200521.0, 346154.0, 1607974.0, 262246.0, 611780.0, 94927.0, 70853.0, 2220035.0, 996808.0, 1353437.0, 2076673.0]",3.1616823008506416
japan,,[],"['ja', 'ap', 'pa', 'an']","[1312625.0, 270616.0, 319786.0, 4143386.0]",4.116678140022486
geringe,,[],"['ge', 'er', 'ri', 'in', 'ng', 'ge']","[3692145.0, 6799370.0, 1787712.0, 2264626.0, 2927082.0, 3692145.0]",2.9237040509337495
deflatie,"['de', ""'fla"", 'tsi']","[14156.0, 197.0, 58762.0]","['de', 'ef', 'fl', 'la', 'at', 'ti', 'ie']","[2559661.0, 169410.0, 90623.0, 2444604.0, 996808.0, 1353437.0, 2076673.0]",1.832623581586417
fout,"[""'fMt""]",[7278.0],"['fo', 'ou', 'ut']","[116642.0, 846499.0, 137082.0]",5.214520470755649
stortte,,[],"['st', 'to', 'or', 'rt', 'tt', 'te']","[2307098.0, 2236591.0, 2597583.0, 1154116.0, 519286.0, 3522714.0]",3.751701673962491
ploeg,"[""'plux""]",[433.0],"['pl', 'lo', 'oe', 'eg']","[97171.0, 1188135.0, 837795.0, 1125580.0]",3.988970782446341
zachte,,[],"['za', 'ac', 'ch', 'ht', 'te']","[308657.0, 404620.0, 1999086.0, 373636.0, 3522714.0]",4.0048371855788965
plantjes,,[],"['pl', 'la', 'an', 'nt', 'tj', 'je', 'es']","[97171.0, 2444604.0, 4143386.0, 1477178.0, 104770.0, 913788.0, 1784615.0]",2.846864020701027
emmer,"[""'E"", 'm@r']","[5823.0, 38939.0]","['em', 'mm', 'me', 'er']","[924741.0, 407998.0, 1659354.0, 6799370.0]",3.8253243428449175
vol,"[""'vOl""]",[31884.0],"['vo', 'ol']","[2123358.0, 2233880.0]",5.312726384709922
aarde,,[],"['aa', 'ar', 'rd', 'de']","[2730922.0, 1754491.0, 823655.0, 2559661.0]",4.996678873479869
kwam,,[],"['kw', 'wa', 'am']","[131960.0, 409327.0, 930317.0]",5.676499743660976
aanlopen,"[""'an"", 'lo', 'p@']","[203682.0, 24882.0, 157985.0]","['aa', 'an', 'nl', 'lo', 'op', 'pe', 'en']","[2730922.0, 4143386.0, 49228.0, 1188135.0, 976321.0, 1062538.0, 8542439.0]",2.957562318194717
diadeem,"['di', 'ja', ""'dem""]","[34759.0, 24436.0, 34.0]","['di', 'ia', 'ad', 'de', 'ee', 'em']","[1050254.0, 112581.0, 474501.0, 2559661.0, 944702.0, 924741.0]",2.753442335538792
bek,,[],"['be', 'ek']","[2443609.0, 762098.0]",4.705168310963384
natasja,,[],"['na', 'at', 'ta', 'as', 'sj', 'ja']","[523332.0, 996808.0, 892070.0, 504791.0, 241012.0, 1312625.0]",2.4346835729143796
stopte,,[],"['st', 'to', 'op', 'pt', 'te']","[2307098.0, 2236591.0, 976321.0, 51860.0, 3522714.0]",4.379987994565921
zakdoek,"[""'zAg"", 'duk']","[215.0, 916.0]","['za', 'ak', 'kd', 'do', 'oe', 'ek']","[308657.0, 762048.0, 308.0, 394555.0, 837795.0, 762098.0]",3.689956078017685
broek,"[""'bruk""]",[3157.0],"['br', 'ro', 'oe', 'ek']","[191839.0, 1417238.0, 837795.0, 762098.0]",4.824292588966365
ruches,,[],"['ru', 'uc', 'ch', 'he', 'es']","[1082518.0, 94927.0, 1999086.0, 822995.0, 1784615.0]",2.4346835729143796
overtreders,,[],"['ov', 've', 'er', 'rt', 'tr', 're', 'ed', 'de', 'er', 'rs']","[145547.0, 1767776.0, 6799370.0, 1154116.0, 1199332.0, 1607974.0, 636500.0, 2559661.0, 6799370.0, 834594.0]",2.9237040509337495
wet,,[],"['we', 'et']","[1965886.0, 1684914.0]",4.901921593701946
rekenen,"[""'re"", 'k@', 'n@']","[21892.0, 342563.0, 266696.0]","['re', 'ek', 'ke', 'en', 'ne', 'en']","[1607974.0, 762098.0, 3143026.0, 8542439.0, 1475977.0, 8542439.0]",4.509926299981402
eerlijk,"[""'er"", 'l@k']","[41532.0, 181254.0]","['ee', 'er', 'rl', 'li', 'ij', 'jk']","[944702.0, 6799370.0, 344538.0, 3369152.0, 1639122.0, 518095.0]",5.232816070178993
proces,"['pro', ""'sEs""]","[43197.0, 8534.0]","['pr', 'ro', 'oc', 'ce', 'es']","[242781.0, 1417238.0, 270017.0, 173200.0, 1784615.0]",4.565553176741892
onpartijdige,,[],"['on', 'np', 'pa', 'ar', 'rt', 'ti', 'ij', 'jd', 'di', 'ig', 'ge']","[2451854.0, 16967.0, 319786.0, 1754491.0, 1154116.0, 1353437.0, 1639122.0, 163477.0, 1050254.0, 960409.0, 3692145.0]",2.753442335538792
rechter,"[""'rEx"", 't@r']","[5684.0, 199618.0]","['re', 'ec', 'ch', 'ht', 'te', 'er']","[1607974.0, 411920.0, 1999086.0, 373636.0, 3522714.0, 6799370.0]",4.797668412651475
avondje,"[""'a"", 'vOnt', 'j@']","[38878.0, 31319.0, 145311.0]","['av', 'vo', 'on', 'nd', 'dj', 'je']","[125971.0, 2123358.0, 2451854.0, 2576478.0, 16143.0, 913788.0]",3.7134371738672085
stappen,"[""'stA"", 'p@']","[2248.0, 157985.0]","['st', 'ta', 'ap', 'pp', 'pe', 'en']","[2307098.0, 892070.0, 270616.0, 297911.0, 1062538.0, 8542439.0]",4.526057385387963
behoorlijke,,[],"['be', 'eh', 'ho', 'oo', 'or', 'rl', 'li', 'ij', 'jk', 'ke']","[2443609.0, 134898.0, 1237078.0, 3901750.0, 2597583.0, 344538.0, 3369152.0, 1639122.0, 518095.0, 3143026.0]",3.5910307737743032
kater,"[""'ka"", 't@r']","[20766.0, 199618.0]","['ka', 'at', 'te', 'er']","[424843.0, 996808.0, 3522714.0, 6799370.0]",3.860652305186661
alcohol,"[""'Al"", 'ko', 'hOl']","[157526.0, 32900.0, 970.0]","['al', 'lc', 'co', 'oh', 'ho', 'ol']","[2558689.0, 12727.0, 488809.0, 21900.0, 1237078.0, 2233880.0]",4.281844773492409
student,"['sty', ""'dEnt""]","[5224.0, 7240.0]","['st', 'tu', 'ud', 'de', 'en', 'nt']","[2307098.0, 118674.0, 671255.0, 2559661.0, 8542439.0, 1477178.0]",4.2311422638709235
rond,"[""'rOnt""]",[9303.0],"['ro', 'on', 'nd']","[1417238.0, 2451854.0, 2576478.0]",5.23350679713478
karige,,[],"['ka', 'ar', 'ri', 'ig', 'ge']","[424843.0, 1754491.0, 1787712.0, 960409.0, 3692145.0]",2.0544723312027733
beurs,"[""'b|rs""]",[634.0],"['be', 'eu', 'ur', 'rs']","[2443609.0, 135956.0, 346154.0, 834594.0]",4.156219405149139
vierhonderd,"[""'vir"", 'hOn', 'd@rt']","[14640.0, 1037.0, 4561.0]","['vi', 'ie', 'er', 'rh', 'ho', 'on', 'nd', 'de', 'er', 'rd']","[226005.0, 2076673.0, 6799370.0, 571432.0, 1237078.0, 2451854.0, 2576478.0, 2559661.0, 6799370.0, 823655.0]",3.3467284025592496
gulden,"[""'x}l"", 'd@']","[467.0, 515645.0]","['gu', 'ul', 'ld', 'de', 'en']","[24620.0, 1284792.0, 840998.0, 2559661.0, 8542439.0]",3.2849212525810474
uitvallen,"[""'Lt"", 'fA', 'l@']","[187852.0, 3185.0, 393640.0]","['ui', 'it', 'tv', 'va', 'al', 'll', 'le', 'en']","[687028.0, 333345.0, 32599.0, 313419.0, 2558689.0, 2754440.0, 4397946.0, 8542439.0]",3.1684156835096102
elektriciteit,"['e', 'lEk', 'tri', 'si', ""'tKt""]","[13352.0, 1417.0, 2285.0, 42927.0, 50775.0]","['el', 'le', 'ek', 'kt', 'tr', 'ri', 'ic', 'ci', 'it', 'te', 'ei', 'it']","[4671207.0, 4397946.0, 762098.0, 179298.0, 1199332.0, 1787712.0, 911860.0, 1877307.0, 333345.0, 3522714.0, 2483878.0, 333345.0]",4.0376474032405865
verlichtte,,[],"['ve', 'er', 'rl', 'li', 'ic', 'ch', 'ht', 'tt', 'te']","[1767776.0, 6799370.0, 344538.0, 3369152.0, 911860.0, 1999086.0, 373636.0, 519286.0, 3522714.0]",2.7172301628843476
carolien,,[],"['ca', 'ar', 'ro', 'ol', 'li', 'ie', 'en']","[177266.0, 1754491.0, 1417238.0, 2233880.0, 3369152.0, 2076673.0, 8542439.0]",1.6565323225307358
kaarsen,,[],"['ka', 'aa', 'ar', 'rs', 'se', 'en']","[424843.0, 2730922.0, 1754491.0, 834594.0, 763112.0, 8542439.0]",3.915408951902867
lampionnen,,[],"['la', 'am', 'mp', 'pi', 'io', 'on', 'nn', 'ne', 'en']","[2444604.0, 930317.0, 51276.0, 1566256.0, 757588.0, 2451854.0, 746302.0, 1475977.0, 8542439.0]",
barones,"['ba', 'ro', ""'nEs""]","[3120.0, 6384.0, 254.0]","['ba', 'ar', 'ro', 'on', 'ne', 'es']","[584273.0, 1754491.0, 1417238.0, 2451854.0, 1475977.0, 1784615.0]",3.525764042261712
nodigde,,[],"['no', 'od', 'di', 'ig', 'gd', 'de']","[847517.0, 193327.0, 1050254.0, 960409.0, 109191.0, 2559661.0]",3.5808116085926174
gasten,,[],"['ga', 'as', 'st', 'te', 'en']","[446758.0, 504791.0, 2307098.0, 3522714.0, 8542439.0]",4.72042836065673
diner,"['di', ""'ne""]","[34759.0, 175704.0]","['di', 'in', 'ne', 'er']","[1050254.0, 2264626.0, 1475977.0, 6799370.0]",4.378342937743282
wijnen,,[],"['wi', 'ij', 'jn', 'ne', 'en']","[658045.0, 1639122.0, 79695.0, 1475977.0, 8542439.0]",3.018260158548329
handen,"[""'hAn"", 'd@']","[18306.0, 515645.0]","['ha', 'an', 'nd', 'de', 'en']","[1299761.0, 4143386.0, 2576478.0, 2559661.0, 8542439.0]",5.328352882713984
moordenaar,"[""'mor"", 'd@', 'nar']","[14646.0, 515645.0, 12085.0]","['mo', 'oo', 'or', 'rd', 'de', 'en', 'na', 'aa', 'ar']","[1055897.0, 3901750.0, 2597583.0, 823655.0, 2559661.0, 8542439.0, 523332.0, 2730922.0, 1754491.0]",4.968709678970514
zaten,,[],"['za', 'at', 'te', 'en']","[308657.0, 996808.0, 3522714.0, 8542439.0]",4.765604403509615
druipende,,[],"['dr', 'ru', 'ui', 'ip', 'pe', 'en', 'nd', 'de']","[486140.0, 1082518.0, 687028.0, 54132.0, 1062538.0, 8542439.0, 2576478.0, 2559661.0]",2.3968950120249795
bloed,"[""'blut""]",[8869.0],"['bl', 'lo', 'oe', 'ed']","[152155.0, 1188135.0, 837795.0, 636500.0]",5.264255346051288
slachtoffer,"[""'slAxt"", 'O', 'f@r']","[2923.0, 7302.0, 14131.0]","['sl', 'la', 'ac', 'ch', 'ht', 'to', 'of', 'ff', 'fe', 'er']","[1064500.0, 2444604.0, 404620.0, 1999086.0, 373636.0, 2236591.0, 242332.0, 122042.0, 767992.0, 6799370.0]",4.709418557787117
volleybalteam,,[],"['vo', 'ol', 'll', 'le', 'ey', 'yb', 'ba', 'al', 'lt', 'te', 'ea', 'am']","[2123358.0, 2233880.0, 2754440.0, 4397946.0, 458590.0, 8072.0, 584273.0, 2558689.0, 1858662.0, 3522714.0, 262246.0, 930317.0]",
beker,"[""'be"", 'k@r']","[63557.0, 83721.0]","['be', 'ek', 'ke', 'er']","[2443609.0, 762098.0, 3143026.0, 6799370.0]",3.940963056375255
champagne,"['SAm', ""'pAn"", 'j@']","[1546.0, 2723.0, 145311.0]","['ch', 'ha', 'am', 'mp', 'pa', 'ag', 'gn', 'ne']","[1999086.0, 1299761.0, 930317.0, 51276.0, 319786.0, 400262.0, 43396.0, 1475977.0]",4.536201528162789
veegde,,[],"['ve', 'ee', 'eg', 'gd', 'de']","[1767776.0, 944702.0, 1125580.0, 109191.0, 2559661.0]",3.018260158548329
vloer,"[""'vlur""]",[1452.0],"['vl', 'lo', 'oe', 'er']","[105784.0, 1188135.0, 837795.0, 6799370.0]",4.497891792985591
stokoude,,[],"['st', 'to', 'ok', 'ko', 'ou', 'ud', 'de']","[2307098.0, 2236591.0, 155024.0, 466342.0, 846499.0, 671255.0, 2559661.0]",2.531593585922436
twijgen,"[""'twK"", 'G@']","[2551.0, 450488.0]","['tw', 'wi', 'ij', 'jg', 'ge', 'en']","[57710.0, 658045.0, 1639122.0, 21485.0, 3692145.0, 8542439.0]",2.4694456791735915
balie,"[""'ba"", 'li']","[5456.0, 135465.0]","['ba', 'al', 'li', 'ie']","[584273.0, 2558689.0, 3369152.0, 2076673.0]",3.6433040567969806
aangiftes,,[],"['aa', 'an', 'ng', 'gi', 'if', 'ft', 'te', 'es']","[2730922.0, 4143386.0, 2927082.0, 669114.0, 73165.0, 179822.0, 3522714.0, 1784615.0]",2.0544723312027733
deftige,,[],"['de', 'ef', 'ft', 'ti', 'ig', 'ge']","[2559661.0, 169410.0, 179822.0, 1353437.0, 960409.0, 3692145.0]",3.027600184802472
pakjes,,[],"['pa', 'ak', 'kj', 'je', 'es']","[319786.0, 762048.0, 192716.0, 913788.0, 1784615.0]",3.802660358208974
zolder,"[""'zOl"", 'd@r']","[379.0, 256202.0]","['zo', 'ol', 'ld', 'de', 'er']","[40239.0, 2233880.0, 840998.0, 2559661.0, 6799370.0]",3.910596775445074
bewaard,,[],"['be', 'ew', 'wa', 'aa', 'ar', 'rd']","[2443609.0, 587000.0, 409327.0, 2730922.0, 1754491.0, 823655.0]",4.09665392571854
kist,"[""'kIst""]",[1326.0],"['ki', 'is', 'st']","[312362.0, 3439538.0, 2307098.0]",4.4386464700098065
eikenhout,,[],"['ei', 'ik', 'ke', 'en', 'nh', 'ho', 'ou', 'ut']","[2483878.0, 157922.0, 3143026.0, 8542439.0, 66106.0, 1237078.0, 846499.0, 137082.0]",2.1336535772503984
toneelbouwers,,[],"['to', 'on', 'ne', 'ee', 'el', 'lb', 'bo', 'ou', 'uw', 'we', 'er', 'rs']","[2236591.0, 2451854.0, 1475977.0, 944702.0, 4671207.0, 1009017.0, 1606593.0, 846499.0, 98896.0, 1965886.0, 6799370.0, 834594.0]",
tevreden,"['t@', ""'vre"", 'd@']","[603753.0, 12193.0, 515645.0]","['te', 'ev', 'vr', 're', 'ed', 'de', 'en']","[3522714.0, 317289.0, 62231.0, 1607974.0, 636500.0, 2559661.0, 8542439.0]",4.629660176130434
decor,"['de', ""'kOr""]","[14156.0, 837.0]","['de', 'ec', 'co', 'or']","[2559661.0, 411920.0, 488809.0, 2597583.0]",3.212834823298023
zestiende,"[""'zEs"", 'tin', 'd@']","[10048.0, 4773.0, 515645.0]","['ze', 'es', 'st', 'ti', 'ie', 'en', 'nd', 'de']","[1671440.0, 1784615.0, 2307098.0, 1353437.0, 2076673.0, 8542439.0, 2576478.0, 2559661.0]",3.376691625936693
